Est.:;Cidade:
PR ;CURITIBA
SP ;MOGI DAS CRUZES
MT ;CUIABÁ
RO ;JI-PARANÁ
RJ ;RIO DE JANEIRO
PB ;JOÃO PESSOA
BA ;SALVADOR
MT ;CUIABÁ
SC ;JOINVILLE
MS ;CAMPO GRANDE
SC ;ITAPEMA
MG ;BELO HORIZONTE
ES ;VILA VELHA
CE ;FORTALEZA
PR ;SÃO PEDRO DO IVAÍ
BA ;PORTO SEGURO
RJ ;CABO FRIO
PR ;FOZ DO IGUAÇU
ES ;SERRA
SE ;ARACAJU
MG ;IGARAPÉ
RN ;NATAL
PR ;ANDIRÁ
RS ;ERECHIM
BA ;SALVADOR
GO ;GOIÂNIA
SE ;ARACAJU
MG ;BELO HORIZONTE
AL ;ARAPIRACA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
PR ;UMUARAMA
SP ;PORTO FERREIRA
TO ;ARAGUAÍNA
RJ ;SÃO FIDÉLIS
SP ;SÃO PAULO
BA ;BARREIRAS
SP ;CAMPINAS
BA ;SANTO ANTÔNIO DE JESUS
BA ;CRUZ DAS ALMAS
RS ;CAXIAS DO SUL
BA ;SANTO ANTÔNIO DE JESUS
RS ;SANTA ROSA
SP ;PEDREIRA
ES ;VILA VELHA
GO ;ITUMBIARA
RN ;NATAL
MG ;CONCEIÇÃO DAS ALAGOAS
MG ;JUIZ DE FORA
SP ;SÃO PAULO
AC ;RIO BRANCO
BA ;VITÓRIA DA CONQUISTA
BA ;VALENÇA
SC ;FLORIANÓPOLIS
SP ;TATUÍ
SC ;IMBITUBA
RS ;VACARIA
SP ;SÃO JOSÉ DOS CAMPOS
SC ;CHAPECÓ
SC ;SÃO LUDGERO
RJ ;RIO DE JANEIRO
RO ;ARIQUEMES
SP ;ITAPEVI
SP ;SÃO PAULO
SP ;LIMEIRA
GO ;GOIÂNIA
SC ;DIONÍSIO CERQUEIRA
MG ;MURIAÉ
BA ;SALVADOR
MG ;BELO HORIZONTE
MG ;BELO HORIZONTE
MG ;ITABIRITO
GO ;GOIÂNIA
RS ;JAGUARÃO
MG ;BELO HORIZONTE
PR ;FOZ DO IGUAÇU
PA ;TUCURUÍ
BA ;ALAGOINHAS
SP ;PRESIDENTE PRUDENTE
SP ;SÃO ROQUE
SP ;PRESIDENTE PRUDENTE
SP ;SÃO BERNARDO DO CAMPO
PR ;CURITIBA
SP ;SANTOS
SP ;SÃO PAULO
SC ;LAGES
PR ;FOZ DO IGUAÇU
SP ;ARAÇATUBA
RJ ;NITERÓI
PR ;CASCAVEL
MS ;MARACAJÚ
BA ;VITÓRIA DA CONQUISTA
SP ;HORTOLÂNDIA
MG ;CONCEIÇÃO DAS ALAGOAS
RS ;FREDERICO WESTPHALEN
SC ;CRICIÚMA
MG ;JOÃO PINHEIRO
SP ;BARUERI
RN ;NATAL
MG ;UBERABA
BA ;JACOBINA
RR ;BOA VISTA
SC ;BLUMENAU
MT ;SINOP
RS ;MATO LEITÃO
PA ;BENEVIDES
SC ;JOINVILLE
PR ;JAGUARIAÍVA
RJ ;SÃO GONÇALO
RJ ;VOLTA REDONDA
SP ;GUARULHOS
ES ;VILA VELHA
AL ;ARAPIRACA
SC ;FLORIANÓPOLIS
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;CATALÃO
PA ;BELÉM
MG ;CARATINGA
RS ;CARAZINHO
SP ;GUARULHOS
SP ;PEDREIRA
ES ;COLATINA
ES ;MANTENÓPOLIS
RJ ;RIO DAS OSTRAS
RS ;TORRES
RS ;CAXIAS DO SUL
RS ;CAPÃO DA CANOA
RS ;PORTO ALEGRE
RS ;GRAMADO
RS ;NOVO HAMBURGO
RS ;PORTO ALEGRE
PR ;CURITIBA
SC ;BALNEÁRIO CAMBORIÚ
MT ;CUIABÁ
SP ;ITÁPOLIS
MG ;UBERLÂNDIA
AP ;MACAPÁ
MT ;CUIABÁ
PB ;CAJAZEIRAS
SP ;LIMEIRA
MG ;JUIZ DE FORA
SP ;ÁGUAS DE LINDÓIA
RS ;PELOTAS
MS ;BELA VISTA
RJ ;RESENDE
SP ;SUZANO
PE ;JABOATÃO DOS GUARARAPES
RJ ;RIO DE JANEIRO
MS ;IVINHEMA
MG ;UNAÍ
SP ;SÃO PAULO
MG ;BELO HORIZONTE
SP ;SANTOS
TO ;ARAGUAÍNA
SP ;SÃO BERNARDO DO CAMPO
SP ;SÃO PAULO
RS ;LAJEADO
SP ;SÃO PAULO
SP ;BIRIGUI
PI ;TERESINA
MA ;SÃO LUÍS
CE ;FORTALEZA
DF ;BRASÍLIA
RS ;TRÊS DE MAIO
SP ;BARUERI
SP ;EMBU-GUAÇU
MG ;JOÃO MONLEVADE
RJ ;NITERÓI
SC ;GASPAR
RS ;TRÊS PASSOS
ES ;VITÓRIA
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;GUARULHOS
MG ;UBERABA
RJ ;BARRA MANSA
PR ;SÃO JOSÉ DOS PINHAIS
RS ;MANOEL VIANA
SP ;SÃO PAULO
CE ;FORTALEZA
CE ;FORTALEZA
PA ;BELÉM
CE ;CAUCAIA
CE ;FORTALEZA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO BERNARDO DO CAMPO
DF ;BRASÍLIA
RJ ;RIO DE JANEIRO
PR ;FOZ DO IGUAÇU
SP ;SOROCABA
RS ;PORTO ALEGRE
DF ;BRASILIA
RS ;LAJEADO
MT ;VÁRZEA GRANDE
BA ;BARREIRAS
SP ;PORTO FERREIRA
GO ;GOIÂNIA
MT ;CUIABÁ
SP ;ITAPIRA
SP ;SÃO PAULO
SP ;SOROCABA
SC ;CONCÓRDIA
SC ;JOINVILLE
RJ ;VASSOURAS
SP ;MAUÁ
PR ;LONDRINA
RS ;PORTO ALEGRE
RS ;ROSÁRIO DO SUL
MT ;TANGARÁ DA SERRA
SC ;CONCÓRDIA
RS ;PORTO ALEGRE
SC ;JOINVILLE
MG ;BELO HORIZONTE
MG ;CONTAGEM
ES ;VILA VELHA
RO ;JI-PARANÁ
SP ;SÃO PAULO
GO ;GOIÂNIA
SP ;SÃO BERNARDO DO CAMPO
ES ;CACHOEIRO DE ITAPEMIRIM
PR ;BARRACÃO
SP ;TUPI PAULISTA
MG ;NOVA LIMA
BA ;SANTA MARIA DA VITÓRIA
MG ;PASSOS
SP ;IGUARAÇU DO TIETÊ
MS ;CAMPO GRANDE
SP ;CAMPINAS
PR ;CURITIBA
SP ;LIMEIRA
SP ;SÃO PAULO
SP ;ORLÂNDIA
MG ;IPATINGA
BA ;SALVADOR
MG ;OLIVEIRA
PR ;CURITIBA
AM ;MANAUS
SP ;SÃO PAULO
BA ;SALVADOR
SP ;SÃO PAULO
SE ;ITABAIANA
SP ;COTIA
MT ;VÁRZEA GRANDE
RJ ;PETRÓPOLIS
SP ;CAMPINAS
SC ;URUSSANGA
PR ;SERTANÓPOLIS
PA ;BARCARENA
MG ;AIMORÉS
GO ;RIO VERDE
GO ;ANÁPOLIS
SP ;CAMPINAS
MG ;BELO HORIZONTE
RS ;GRAVATAÍ
MT ;NOVA XAVANTINA
SP ;SÃO BERNARDO DO CAMPO
SC ;SÃO JOSÉ
BA ;FEIRA DE SANTANA
PA ;PARAGOMINAS
BA ;TEIXEIRA DE FREITAS
PE ;RECIFE
PE ;GARANHUNS
DF ;BRASÍLIA
ES ;ARACRUZ
BA ;SALVADOR
MG ;VAZANTE
RJ ;BARRA DO PIRAÍ
MG ;PARÁ DE MINAS
PE ;PALMARES
MT ;TANGARÁ DA SERRA
RN ;MOSSORÓ
MS ;PORTO MURTINHO
SP ;SÃO PAULO
AL ;MACEIÓ
RS ;DOM PEDRITO
MT ;LUCAS DO RIO VERDE
SP ;SÃO PAULO
SP ;SÃO PAULO
RJ ;RIO DAS OSTRAS
BA ;PALMAS DE MONTE ALTO
DF ;BRASÍLIA
SP ;SÃO PAULO
MG ;LAGOA DA PRATA
RJ ;ARARUAMA
MG ;NANUQUE
RJ ;BARRA MANSA
MG ;MANTENA
SP ;GUARULHOS
MG ;PATOS DE MINAS
RS ;SANTO ÂNGELO
ES ;LINHARES
RJ ;CABO FRIO
MG ;UBERLÂNDIA
SE ;ARACAJU
RJ ;CABO FRIO
PR ;COLOMBO
SP ;SÃO JOSÉ DOS CAMPOS
MG ;BELO HORIZONTE
SP ;SANTANA DE PARNAÍBA
RS ;CAXIAS DO SUL
PA ;BELÉM
SC ;BLUMENAU
GO ;GOIÂNIA
SP ;SÃO PAULO
PA ;BELÉM
GO ;ITUMBIARA
SP ;PRESIDENTE PRUDENTE
MT ;CUIABÁ
SP ;BIRIGUI
MG ;BOTELHOS
GO ;GOIÂNIA
RS ;GRAVATAÍ
PR ;CURITIBA
RJ ;ITAPERUNA
SC ;SÃO JOSÉ DO CEDRO
MS ;CHAPADÃO DO SUL
PR ;ROLÂNDIA
SP ;SÃO CAETANO DO SUL
MG ;PARACATU
ES ;CACHOEIRO DE ITAPEMIRIM
PB ;JOÃO PESSOA
PR ;CURITIBA
MG ;BELO HORIZONTE
SC ;BLUMENAU
PB ;CAMPINA GRANDE
PR ;APUCARANA
BA ;SERRINHA
RJ ;SÃO JOSÉ DO VALE DO RIO PRETO
MG ;ITABIRITO
RJ ;MIRACEMA
BA ;LAURO DE FREITAS
SC ;CHAPECÓ
RJ ;RIO DE JANEIRO
SP ;BARUERI
SC ;FLORIANÓPOLIS
SP ;JOSÉ BONIFÁCIO
SP ;SÃO PAULO
MG ;BELO HORIZONTE
RS ;MARAU
MA ;IMPERATRIZ
PR ;UMUARAMA
AM ;MANAUS
RS ;CAXIAS DO SUL
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
PR ;CRUZEIRO DO OESTE
RS ;LAJEADO
RS ;RESTINGA SECA
RS ;RIO GRANDE
GO ;MINEIROS
RS ;SAPIRANGA
BA ;SALVADOR
RS ;SANTA CRUZ DO SUL
AL ;MACEIÓ
SC ;BLUMENAU
ES ;VILA VELHA
PI ;TERESINA
SC ;CHAPECÓ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;FLORIANÓPOLIS
SC ;ITUPORANGA
MG ;DIVINÓPOLIS
PR ;IBAITI
SC ;TUBARÃO
PE ;CARUARU
RS ;LAJEADO
MG ;DIVINÓPOLIS
RS ;TUPARENDI
BA ;IPIAÚ
SC ;ITAJAÍ
RS ;CAXIAS DO SUL
SP ;ELIAS FAUSTO
MG ;BETIM
RJ ;NITERÓI
SP ;SÃO PAULO
ES ;CASTELO
MA ;SÃO LUÍS
RJ ;NITERÓI
PE ;GARANHUNS
RO ;OURO PRETO DO OESTE
BA ;JEQUIÉ
ES ;CACHOEIRO DE ITAPEMIRIM
RO ;PORTO VELHO
MG ;VIÇOSA
GO ;APARECIDA DE GOIÂNIA
BA ;SALVADOR
BA ;BARREIRAS
BA ;SALVADOR
MG ;SANTA MARIA DO SUAÇUÍ
RO ;JI-PARANÁ
PE ;CAMARAGIBE
MA ;SÃO LUÍS
SP ;SANTA-CRUZ
RN ;NATAL
SP ;ARARAQUARA
SP ;RIO CLARO
SC ;LAGES
MA ;BALSAS
SC ;JOINVILLE
PE ;RECIFE
RJ ;RIO DE JANEIRO
RJ ;NITERÓI
MG ;GOVERNADOR VALADARES
SP ;TATUÍ
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
MG ;UBERLÂNDIA
RS ;CERRO LARGO
SC ;ARARANGUÁ
PR ;GUARAPUAVA
PR ;JANDAIA DO SUL
BA ;SALVADOR
DF ;BRASÍLIA
ES ;ARACRUZ
PB ;SOUSA
MS ;DOURADOS
SP ;SÃO CAETANO DO SUL
BA ;CAETITÉ
PR ;CAMBÉ
RS ;CARLOS BARBOSA
RJ ;RIO DE JANEIRO
RS ;CAPÃO DA CANOA
SP ;SÃO PAULO
SP ;SÃO PAULO
RJ ;TRÊS RIOS
SP ;HOLAMBRA
MG ;MONTES CLAROS
SC ;JOINVILLE
PB ;CABEDELO
MG ;ALVINÓPOLIS
CE ;FORTALEZA
SP ;SÃO PAULO
BA ;EUNÁPOLIS
PR ;LONDRINA
RJ ;RIO DE JANEIRO
SP ;CAMPINAS
MG ;UBERLÂNDIA
PR ;FOZ DO IGUAÇU
RS ;IJUÍ
RS ;VERA CRUZ
SP ;BAURU
PB ;CATOLÉ DO ROCHA
PR ;CAMPINA DA LAGOA
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
PR ;CASCAVEL
MS ;BONITO
RS ;SAPUCAIA DO SUL
BA ;SALVADOR
SP ;SOCORRO
ES ;SERRA
PB ;JOÃO PESSOA
SP ;SÃO PAULO
SP ;ARAÇATUBA
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;HOLAMBRA
SP ;GUARARAPES
SP ;PORTO FERREIRA
MG ;BELO HORIZONTE
ES ;SERRA
SP ;OSASCO
SP ;SÃO CAETANO DO SUL
MG ;SANTOS DUMONT
SC ;CHAPECÓ
MT ;CANARANA
MG ;BELO HORIZONTE
SP ;PORTO FERREIRA
MT ;CUIABÁ
SP ;SÃO PAULO
PR ;TERRA ROXA
DF ;BRASILIA
PR ;ARAPOTI
SP ;VOTUPORANGA
RS ;SÃO PEDRO DO SUL
MS ;CORUMBÁ
MT ;RONDONÓPOLIS
SP ;SÃO BERNARDO DO CAMPO
SP ;VINHEDO
SC ;LAGES
SP ;CRAVINHOS
SP ;SÃO PAULO
RS ;SANTA MARIA
SP ;MAUÁ
SP ;JUNDIAÍ
SP ;CAMPO LIMPO PAULISTA
SP ;SÃO PAULO
SP ;JUNDIAÍ
RJ ;NITERÓI
SP ;JUNDIAÍ
PA ;ALTAMIRA
SP ;SÃO PAULO
SP ;SÃO JOSÉ DO RIO PARDO
RS ;SANTA MARIA
MG ;CATAGUASES
RN ;NATAL
RO ;JI-PARANÁ
BA ;JUAZEIRO
MG ;TIMÓTEO
MA ;BARRA DO CORDA
GO ;GOIÂNIA
GO ;CHAPADÃO DO CÉU
MG ;PITANGUI
RN ;NATAL
SP ;SÃO PAULO
MS ;JARDIM
SP ;SANTA BÁRBARA D'OESTE
RS ;TUPANCIRETÃ
SP ;SÃO PAULO
SP ;SANTO ANDRÉ
CE ;FORTALEZA
RS ;PELOTAS
SP ;SÃO BERNARDO DO CAMPO
RS ;RIO PARDO
SP ;JUNDIAÍ
PR ;FAXINAL
SP ;PRESIDENTE BERNARDES
SP ;JUNDIAÍ
DF ;BRASÍLIA
ES ;ARACRUZ
PR ;JACAREZINHO
ES ;VITÓRIA
RJ ;BARRA MANSA
RJ ;SÃO PEDRO DA ALDEIA
SP ;SÃO PAULO
PR ;GUAÍRA
MG ;MONTES CLAROS
PR ;JAGUARIAÍVA
MT ;RONDONÓPOLIS
PR ;FRANCISCO BELTRÃO
RN ;SÃO MIGUEL
RN ;NATAL
MA ;SÃO LUÍS
MT ;NOVA MONTE VERDE
MG ;JUIZ DE FORA
DF ;BRASÍLIA
BA ;ILHÉUS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;BAURU
SP ;SALTO
SP ;SANTO ANDRÉ
ES ;VITÓRIA
CE ;FORTALEZA
SP ;OURINHOS
PE ;RECIFE
SP ;SÃO PAULO
ES ;VILA VELHA
ES ;VITÓRIA
AL ;ARAPIRACA
PR ;CURITIBA
SC ;RIO NEGRINHO
SC ;IMBITUBA
AC ;RIO BRANCO
MG ;GOVERNADOR VALADARES
BA ;SALVADOR
RJ ;RIO DE JANEIRO
RS ;CRUZ ALTA
RJ ;CAMPOS DOS GOYTACAZES
MG ;MONTES CLAROS
MA ;SÃO LUÍS
SP ;PROMISSÃO
RS ;SANTA CLARA DO SUL
AC ;RIO BRANCO
PA ;BELÉM
SP ;JAÚ
GO ;NIQUELÂNDIA
RJ ;CAMPOS DOS GOYTACAZES
PE ;PETROLINA
MG ;JUIZ DE FORA
SP ;ARAÇATUBA
RS ;IJUÍ
RS ;ALEGRETE
MG ;NOVA PONTE
RS ;CAXIAS DO SUL
PR ;UNIÃO DA VITÓRIA
SP ;ITAPEVA
MG ;COROMANDEL
RS ;ROSÁRIO DO SUL
RS ;LAJEADO
PE ;RECIFE
SP ;SÃO CAETANO DO SUL
AM ;MANAUS
SP ;ANDRADINA
SP ;SÃO CAETANO DO SUL
RJ ;NOVA FRIBURGO
SP ;ITARARÉ
MG ;JUIZ DE FORA
MG ;CAMPESTRE
MG ;POÇO FUNDO
SP ;BIRIGUI
MG ;BRASÓPOLIS
MG ;POUSO ALEGRE
MG ;BRASÓPOLIS
SP ;TAUBATÉ
MG ;PARAISÓPOLIS
SP ;TAUBATÉ
MG ;CAMPESTRE
MG ;CAMBUí
MG ;ITAJUBÁ
MG ;ITAJUBÁ
SP ;TAUBATÉ
SP ;GUARATINGUETÁ
MG ;MACHADO
MG ;PIRANGUINHO
SP ;SÃO JOSÉ DO RIO PARDO
MG ;POUSO ALEGRE
SP ;TAUBATÉ
SP ;PINDAMONHANGABA
SP ;PINDAMONHANGABA
SP ;LORENA
SP ;SÃO BENTO DO SAPUCAÍ
SP ;SÃO JOSÉ DOS CAMPOS
SP ;CAÇAPAVA
SP ;SÃO JOSÉ DOS CAMPOS
SP ;PINDAMONHANGABA
SP ;CRUZEIRO
SP ;CAÇAPAVA
SP ;CRUZEIRO
SP ;CRUZEIRO
SP ;PINDAMONHANGABA
SP ;FRANCA
SP ;ITUVERAVA
SP ;SÃO JOSÉ DOS CAMPOS
SP ;ALTINÓPOLIS
SP ;SALES OLIVEIRA
MG ;MONTE SANTO DE MINAS
SP ;SÃO JOSÉ DOS CAMPOS
MG ;SANTA RITA DO SAPUCAÍ
SP ;PINDAMONHANGABA
MG ;CAMPESTRE
MG ;SÃO SEBASTIÃO DO PARAÍSO
SP ;CAMPOS DO JORDÃO
SP ;FRANCA
SP ;FRANCA
SP ;SÃO JOAQUIM DA BARRA
SP ;ORLÂNDIA
MG ;SÃO SEBASTIÃO DO PARAÍSO
SP ;FRANCA
SP ;ORLÂNDIA
SP ;FRANCA
SP ;FRANCA
SP ;SÃO JOAQUIM DA BARRA
SP ;FRANCA
SP ;NUPORANGA
SP ;BATATAIS
SP ;BATATAIS
SP ;SÃO JOAQUIM DA BARRA
SP ;ALTINÓPOLIS
SP ;SÃO JOAQUIM DA BARRA
SP ;FRANCA
SP ;NUPORANGA
MG ;CÁSSIA
SP ;ORLÂNDIA
MG ;CAMPOS GERAIS
SP ;FRANCA
MG ;ITAÚ DE MINAS
SP ;FRANCA
SP ;FRANCA
MG ;SÃO SEBASTIÃO DO PARAÍSO
MG ;MONTE SANTO DE MINAS
SP ;FRANCA
SP ;BATATAIS
MG ;ALFENAS
MG ;ALFENAS
MG ;LAVRAS
MG ;DIVISA NOVA
MG ;TRÊS CORAÇÕES
MG ;VARGINHA
MG ;CAMPANHA
SP ;FRANCA
MG ;BOA ESPERANÇA
MG ;CAMPANHA
MG ;PERDÕES
MG ;VARGINHA
MG ;MONSENHOR PAULO
MG ;LAVRAS
MG ;SÃO GONÇALO DO SAPUCAÍ
MG ;TRÊS PONTAS
MG ;MATIPÓ
MG ;TRÊS CORAÇÕES
MG ;VARGINHA
MG ;TRÊS PONTAS
MG ;NEPOMUCENO
MG ;DIVISA NOVA
MG ;VARGINHA
MG ;LAVRAS
MG ;MACHADO
SP ;RIBEIRÃO PRETO
MG ;TRÊS CORAÇÕES
MG ;VARGINHA
MG ;SÃO GONÇALO DO SAPUCAÍ
SP ;MONTE ALTO
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;TAMBAÚ
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;GUARIBA
SP ;RIBEIRÃO PRETO
SP ;RIBEIRÃO PRETO
SP ;JABOTICABAL
SP ;SERRANA
SP ;JABOTICABAL
SP ;MOCOCA
SP ;MOCOCA
SP ;MOCOCA
MG ;GUAXUPÉ
SP ;BRODOWSKI
SP ;ALTINÓPOLIS
SP ;JARDINÓPOLIS
SP ;SERRANA
SP ;GUARIBA
SP ;CAJURU
SP ;TAQUARITINGA
SP ;JARDINÓPOLIS
MG ;MUZAMBINHO
SP ;CAJURU
MG ;GUAXUPÉ
MG ;MUZAMBINHO
SP ;TAQUARITINGA
MG ;GUAXUPÉ
MG ;GUAXUPÉ
SP ;PRADÓPOLIS
SP ;MONTE ALTO
SP ;TAMBAÚ
SP ;JABOTICABAL
SP ;RIBEIRÃO PRETO
MG ;MUZAMBINHO
MG ;NOVA RESENDE
SP ;OLÍMPIA
SP ;GUAÍRA
SP ;ITUVERAVA
SP ;SERTÃOZINHO
SP ;IPUÃ
SP ;MIGUELÓPOLIS
SP ;BARRETOS
SP ;SERTÃOZINHO
SP ;ITUVERAVA
SP ;ITUVERAVA
SP ;GUAÍRA
SP ;BEBEDOURO
SP ;BARRETOS
SP ;GUAÍRA
SP ;BEBEDOURO
SP ;ITUVERAVA
SP ;MORRO AGUDO
SP ;VIRADOURO
SP ;BARRETOS
SP ;OLÍMPIA
SP ;SÃO JOAQUIM DA BARRA
SP ;BARRETOS
SP ;BARRETOS
SP ;BARRETOS
SP ;BARRETOS
SP ;BARRETOS
SP ;MORRO AGUDO
SP ;MONTE AZUL PAULISTA
SP ;RIBEIRÃO PRETO
SP ;BARRETOS
SP ;SERTÃOZINHO
SP ;SERTÃOZINHO
SP ;ITUVERAVA
SP ;SERTÃOZINHO
SP ;SÃO PAULO
MG ;ITAJUBÁ
MG ;POUSO ALEGRE
SP ;TAUBATÉ
PR ;ROLÂNDIA
SP ;SÃO PAULO
SP ;CUBATÃO
PE ;RECIFE
RO ;CACOAL
PR ;JAPURÁ
DF ;TAGUATINGA
ES ;VILA VELHA
ES ;VITÓRIA
MG ;BOTELHOS
SP ;SÃO PAULO
RS ;SANTA MARIA
ES ;VITÓRIA
MG ;COROMANDEL
SC ;JOINVILLE
MG ;TIRADENTES
SC ;BLUMENAU
SP ;PEDREIRA
SC ;COCAL DO SUL
MG ;BELO HORIZONTE
MG ;BELO HORIZONTE
RJ ;CASIMIRO DE ABREU
MG ;PASSOS
RS ;CACEQUI
SP ;SÃO CARLOS
BA ;SALVADOR
GO ;RIO VERDE
GO ;CATALÃO
RJ ;NITERÓI
SE ;ARACAJU
SC ;FLORIANÓPOLIS
SP ;SÃO PAULO
MA ;SÃO LUÍS
SP ;CAMPOS DO JORDÃO
SP ;CAMPOS DO JORDÃO
MG ;PIRAPETINGA
SP ;CRUZEIRO
RS ;PORTO ALEGRE
SP ;CARAGUATATUBA
DF ;BRASÍLIA
SP ;BERNARDINO DE CAMPOS
MG ;BELO HORIZONTE
MG ;ARCOS
MG ;ARCOS
BA ;SALVADOR
RJ ;MACAÉ
RN ;NATAL
PR ;FOZ DO IGUAÇU
MT ;NOVA BANDEIRANTES
RN ;MOSSORÓ
PR ;PALOTINA
SC ;BLUMENAU
RS ;ERECHIM
MA ;SÃO LUÍS
PR ;BARBOSA FERRAZ
GO ;RIALMA
SP ;AVARÉ
AL ;MACEIÓ
BA ;VITÓRIA DA CONQUISTA
SP ;SANTOS
GO ;GOIÂNIA
SP ;BARRA BONITA
SP ;BOTUCATU
ES ;VITÓRIA
RS ;BENTO GONÇALVES
RS ;CAXIAS DO SUL
SP ;FERNANDÓPOLIS
SP ;SÃO PAULO
BA ;VITÓRIA DA CONQUISTA
AL ;MACEIÓ
GO ;GOIÂNIA
SP ;SÃO JOSÉ DO RIO PARDO
BA ;ITAJUÍPE
RS ;PORTO ALEGRE
SP ;SÃO PAULO
SP ;FRANCA
SC ;CHAPECÓ
SC ;ITAJAÍ
RJ ;RIO DE JANEIRO
MG ;SABARÁ
RS ;VENÂNCIO AIRES
RS ;SALVADOR DO SUL
RS ;FLORES DA CUNHA
RS ;BENTO GONÇALVES
PR ;IVAIPORÃ
SE ;ESTÂNCIA
MG ;LUZ
SP ;SANTA ADÉLIA
ES ;SERRA
RS ;SANTA MARIA
AP ;MACAPÁ
MT ;NOVA MUTUM
SC ;FLORIANÓPOLIS
RS ;PASSO FUNDO
GO ;URUAÇU
RS ;CAXIAS DO SUL
DF ;BRASÍLIA
SP ;SÃO PAULO
MG ;ARAGUARI
RJ ;RESENDE
RJ ;VOLTA REDONDA
MS ;CAMPO GRANDE
PR ;CURITIBA
SP ;SÃO PAULO
MG ;CAMPESTRE
SP ;ITAJOBI
MA ;SÃO LUÍS
SP ;SÃO PAULO
GO ;LUZIÂNIA
AL ;MACEIÓ
SP ;BARRA BONITA
ES ;COLATINA
ES ;SANTA MARIA DE JETIBÁ
RN ;MOSSORÓ
SP ;OURINHOS
GO ;ITUMBIARA
BA ;FEIRA DE SANTANA
BA ;GUANAMBI
RO ;VILHENA
MG ;FRUTAL
RJ ;MACAÉ
SP ;GUARUJÁ
RS ;BENTO GONÇALVES
RS ;SÃO LEOPOLDO
RJ ;RIO DE JANEIRO
GO ;GOIÂNIA
PA ;CONCEIÇÃO DO ARAGUAIA
RS ;PORTO ALEGRE
TO ;GURUPI
SP ;RIO CLARO
ES ;VITÓRIA
PR ;PARANAVAÍ
MA ;IMPERATRIZ
BA ;FEIRA DE SANTANA
RJ ;RIO BONITO
SP ;ORLÂNDIA
SP ;ARARAS
SP ;CAMPINAS
MG ;MONTES CLAROS
PE ;ARARIPINA
PR ;APUCARANA
CE ;BREJO SANTO
MG ;NOVA SERRANA
RS ;ARROIO DO MEIO
RS ;DOIS IRMÃOS
BA ;LUÍS EDUARDO MAGALHÃES
PA ;BELÉM
ES ;ARACRUZ
GO ;GOIÂNIA
MG ;CORONEL FABRICIANO
GO ;NERÓPOLIS
MG ;PARACATU
MG ;SANTOS DUMONT
PE ;SANTA FILOMENA
RS ;BAGÉ
ES ;VITÓRIA
PE ;RECIFE
MG ;ARAGUARI
RS ;CAPÃO DA CANOA
MG ;NOVA LIMA
SC ;JOAÇABA
PR ;CAMPO LARGO
SP ;SANTO ANDRÉ
SP ;TUPÃ
ES ;VILA VELHA
MG ;GOVERNADOR VALADARES
SC ;FLORIANÓPOLIS
RJ ;NITERÓI
RS ;PORTO ALEGRE
RJ ;PETRÓPOLIS
SP ;SÃO CAETANO DO SUL
SP ;OSASCO
SP ;SÃO PAULO
SP ;PRESIDENTE PRUDENTE
MT ;PRIMAVERA DO LESTE
GO ;QUIRINÓPOLIS
MS ;CAMAPUÃ
AM ;MANAUS
SC ;SÃO BENTO DO SUL
SP ;CAMPOS DO JORDÃO
PR ;APUCARANA
SC ;SÃO JOSÉ
RS ;FLORES DA CUNHA
PA ;XINGUARA
BA ;ITABUNA
MG ;PRATA
PR ;CURITIBA
MG ;ARAGUARI
MG ;DIVINÓPOLIS
PR ;PALOTINA
MG ;BELO HORIZONTE
GO ;GOIÂNIA
GO ;ANÁPOLIS
RJ ;CAMPOS DOS GOYTACAZES
MG ;BELO HORIZONTE
DF ;BRASÍLIA
PR ;ARAPONGAS
BA ;ILHÉUS
SP ;RIO DAS PEDRAS
MG ;PATROCÍNIO
RJ ;MACAÉ
SP ;OURINHOS
MG ;GOVERNADOR VALADARES
MG ;UBERABA
MG ;BARBACENA
PR ;CIANORTE
PR ;TOLEDO
PA ;BELÉM
SP ;FRANCA
MG ;PASSOS
MG ;PASSOS
MG ;IPANEMA
PR ;MARINGÁ
SP ;PINDAMONHANGABA
RN ;NATAL
SP ;SÃO PAULO
SP ;SUZANO
MT ;CUIABÁ
DF ;BRASÍLIA
RO ;PORTO VELHO
SP ;SANTO ANDRÉ
SP ;CAMPINAS
RJ ;RESENDE
RJ ;RESENDE
MG ;BELO HORIZONTE
SP ;RIBEIRÃO PRETO
SP ;BEBEDOURO
SP ;ORLÂNDIA
SP ;GUARATINGUETÁ
SP ;CAMPINAS
RJ ;RIO DE JANEIRO
SP ;ITAPIRA
